2theta	Intensity
	69_100
28.2	6245.8948048173015
28.22	8876.694857020078
28.24	12020.871222120462
28.26	18331.68383980256
28.28	24892.502649463997
28.3	29506.627590244818
28.32	27770.758601032103
28.34	22311.595620458214
28.36	18155.83858690877
28.38	15626.687438510136
28.4	11374.142113153277
28.42	6458.372548490109
28.44	3482.5686819526336
28.46	1983.4404507215725
28.48	1214.3177917819514
28.5	881.8706418694358
28.52	592.7589375250402
28.54	506.9826150700603
28.56	387.88161061075084
28.58	345.4558600715984
28.6	329.69529916759643
28.62	300.6098634167058
28.64	271.5294881507973
28.66	199.1211085147787
28.68	273.3836594845809
28.7	130.98507585528375
28.72	141.92429223675015
28.74	139.53424308948217
28.76	197.14986270488885
28.78	54.770085226356855
28.8	155.72784461490835
28.82	90.02307472120378
28.84	160.98970921254954
28.86	98.6276816593944
28.88	116.26892545779685
28.9	137.2483738915331
28.92	68.23196013075778
28.94	102.55361718171287
28.96	86.87827797514478
28.98	221.2068753086793
29.0	158.87334188139653
29.02	93.20961027508804
29.04	127.55061298347744
29.06	-31.43871759726801
29.08	2.90855084432701
29.1	43.92635051071488
29.12	68.28061354614022
29.14	135.97227202202998
29.16	90.33325792331436
29.18	168.03150314976597
29.2	19.065939584102352
29.22	33.436499004034545
29.24	111.1441131716158
29.26	28.854713775266532
29.28	83.23423244933224
29.3	94.28360081337382
29.32	145.33575044964095
29.34	83.05761287472512
29.36	104.11511960853557
29.38	11.84120214001507
29.4	19.570791943554696
29.42	80.63582047782916
29.44	8.370219177182548
29.46	66.10591949947468
29.48	80.5118528676993
29.5	74.91895074769059
29.52	125.995144579206
29.54	97.07336583221263
29.56	108.15354599169518
29.58	69.2356165620215
29.6	130.3195090670008
29.62	91.40515508410977
29.64	115.82548619280408
29.66	110.24843404046794
29.68	161.3389303011444
29.7	155.76390671447666
29.72	236.85729505305358
29.74	141.28502714662375
29.76	209.04803490188647
29.78	203.4782502777531
29.8	251.2436053192862
29.82	275.6760321258995
29.84	213.44346288719612
29.86	331.2118298703407
29.88	245.64706543291982
29.9	273.41710203390346
29.92	261.1868722010664
29.94	302.29130858919655
29.96	313.3963439442783
29.98	431.16891113275346
30.0	442.2749431139921
30.02	436.71137298790313
30.04	317.8211339503656
30.06	552.2651593395797
30.08	410.03238263163564
30.1	357.8097373981575
30.12	422.24715739003057
30.14	443.35457651064394
30.16	424.46192874938185
30.18	405.5691482816304
30.2	423.3461694642349
30.22	404.4529267732935
30.24	288.8923548552235
30.26	366.66538851867085
30.28	391.103962782047
30.3	222.2090127756643
30.32	323.3134738753839
30.34	361.0842815914359
30.36	215.52037163264015
30.38	149.95667990502795
30.4	427.7211425116087
30.42	268.8246957403031
30.44	239.92427611054939
30.46	187.68982032394638
30.48	252.12026527542605
30.5	116.55054811840625
30.52	194.31160620619323
30.54	222.07237709937476
30.56	253.16479860299592
30.58	177.58880874552835
30.6	38.67834578027089
30.62	179.76634821573373
30.64	134.18675478211105
30.66	48.604504490707086
30.68	156.35453653244429
30.7	187.4357904200059
30.72	51.84820589421656
30.74	76.25872294878411
30.76	110.66828184421126
30.78	95.07482311961144
30.8	56.14628757186733
30.82	137.21561627840788
30.84	161.6157505799389
30.86	156.01463212561237
30.88	190.41020282062095
30.9	214.80340487327032
30.92	182.52818078584392
30.94	173.5834733325421
30.96	134.63622561629313
30.98	119.01938102782935
31.0	103.40088325572094
31.02	207.778676299705
31.04	92.15370449249224
31.06	153.19291243801183
31.08	157.5632451291657
31.1	131.92964778205283
31.12	176.29306603986754
31.14	143.98744577478215
31.16	181.6787332796829
31.18	166.03287513380496
31.2	147.05081822887155
31.22	188.06550988451932
31.24	92.40989766913538
31.26	106.7519295632427
31.28	94.42255381644702
31.3	195.42371915942988
31.32	166.42137456713738
31.34	147.41546941169565
31.36	231.73995340880163
31.38	236.0597766731364
31.4	170.3758897001468
31.42	201.3552432701805
31.44	358.99778861004893
31.46	379.9694773115946
31.48	430.9372613141925
31.5	435.2340929609169
31.52	462.8609249896938
31.54	600.4867105230562
31.56	768.0984030338598
31.58	645.7159564041278
31.6	1023.3293249902065
31.62	1130.928463397385
31.64	1368.5333267705057
31.66	1779.4638705252212
31.68	2270.3900505983465
31.7	2884.6418232939586
31.72	3668.8991453174467
31.74	4049.8119737540374
31.76	3750.7202661615565
31.78	3054.9539804958067
31.8	2469.183075080263
31.82	2170.0775087714946
31.84	1780.9672407059636
31.86	1241.8522305913514
31.88	759.4024384248398
31.9	490.27782480409155
31.92	344.4813505308563
31.94	342.0139770752569
31.96	162.8746661596008
31.98	197.06338006926728
32.0	177.9140814595163
32.02	212.09373344064977
32.04	169.60029961209932
32.06	240.43574398221665
32.08	247.93303093651343
32.1	182.09112548771793
32.12	206.24499291133714
32.14	217.05959907592649
32.16	184.53491023051959
32.18	125.338893118697
32.2	186.13751490068591
32.22	170.264743230602
32.24	201.0525462467466
32.26	195.16789245957557
32.28	132.611750965434
32.3	90.04909128491329
32.32	104.14888331838108
32.34	128.24209757020003
32.36	185.66370492740123
32.38	129.74567679623874
32.4	180.48898504481917
32.42	47.89360197655503
32.44	115.29150045443805
32.46	192.68465372280775
32.48	250.0720356184155
32.5	97.45262032494486
32.52	118.16138266630207
32.54	145.53129780271342
32.56	206.2283414170663
32.58	140.25248977622016
32.6	147.60471948920826
32.62	134.95100777243522
32.64	85.62433223789947
32.66	132.9576710453299
32.68	173.61900285009017
32.7	97.60830675389468
32.72	68.25756234813332
32.74	155.56674980531227
32.76	152.8708496919819
32.78	186.83484312091298
32.8	204.12671166933364
32.82	181.41243747290162
32.84	202.02500308777041
32.86	175.96439161427338
32.88	209.89758660130667
32.9	100.49157220374093
32.92	134.41333293974992
32.94	201.660853905542
32.96	245.5701207236542
32.98	206.13911941074355
33.0	106.70183663073283
33.02	40.59125941170646
33.04	97.8083753888294
33.06	78.35217264555274
33.08	198.8896397454572
33.1	192.75376576995336
33.12	196.61154039463202
33.14	147.12995366143934
33.16	160.9759962158331
33.18	161.48165916972164
33.2	58.64693409686208
33.22	129.13981313618626
33.24	156.29328892406852
33.26	73.44035458689348
33.28	63.914003732292144
33.3	121.04723050573796
33.32	198.17502956003887
33.34	161.96239602194385
33.36	185.7443255312263
33.38	162.85181423627785
33.4	159.95385878842285
33.42	150.3824563318733
33.44	190.80460453669298
33.46	157.8873015559492
33.48	158.29654602456674
33.5	148.699337122276
33.52	235.76167449260595
33.54	212.81855834488601
33.56	349.86898925477533
33.58	210.2459684411532
33.6	257.28249754989577
33.62	200.98057870628134
33.64	231.33821458972113
33.66	208.35540833284597
33.68	272.0341635988897
33.7	109.03848452873774
33.72	182.70437567866418
33.74	173.02984227606237
33.76	150.01488991631834
33.78	103.66152467363088
33.8	227.30075318927197
33.82	144.26758253057585
33.84	134.56102027209806
33.86	114.8480745076248
33.88	128.4617538000814
33.9	122.0690671502349
33.92	182.33702416513972
33.94	165.932634767816
33.96	89.52090948406408
33.98	186.4368592785703
34.0	150.01249562012094
34.02	116.91583046094627
34.04	157.1458762002202
34.06	180.70264571277517
34.08	64.2531523731019
34.1	164.46441001995902
34.12	131.33643298930042
34.14	98.20223597880783
34.16	158.39483433538214
34.18	78.58124373447379
34.2	188.76148033883317
34.22	122.26856086884368
34.24	55.76950233814267
34.26	102.59832239469984
34.28	126.08703905717687
34.3	132.9036707979933
34.32	86.3802365987982
34.34	129.8517558110633
34.36	86.64924835730255
34.38	133.44173448388324
34.4	73.56123501576008
34.42	83.67477111456469
34.44	167.11536440967086
34.46	150.55103705388126
34.48	143.9798115511942
34.5	57.402710861166895
34.52	160.82075843670998
34.54	167.56497810349958
34.56	107.63739413844144
34.58	111.03803133635836
34.6	111.0989147373856
34.62	191.154069956954
34.64	54.5365230140153
34.66	127.91330028583309
34.68	171.2854286536366
34.7	151.31793538876616
34.72	271.34484809852245
34.74	331.36619495880393
34.76	258.0480044376824
34.78	321.39230541222594
34.8	378.06312730068805
34.82	474.72949971867206
34.84	601.3934528318325
34.86	638.042017177527
34.88	704.695223671489
34.9	658.0031036551529
34.92	634.6456888349451
34.94	644.6130112393832
34.96	687.9051034354318
34.98	717.8619982524444
35.0	574.483728953993
35.02	591.1003291739919
35.04	654.3718329520336
35.06	770.9782746170324
35.08	754.2396889358272
35.1	837.4961110242996
35.12	790.7575764185615
35.14	684.0041209058575
35.16	717.2457806686518
35.18	670.4925923077947
35.2	763.7245927678189
35.22	560.2918193222187
35.24	680.184309501213
35.26	586.7321013515259
35.28	573.2852331119932
35.3	539.830743502467
35.32	476.3706714618826
35.34	456.24005624585027
35.36	326.10493757491406
35.38	315.96535535940404
35.4	279.1553499446653
35.42	332.3399618643118
35.44	235.52023212366169
35.46	178.69720196655715
35.48	295.2019128374492
35.5	191.703406754222
35.52	188.20072574724497
35.54	211.35991232299716
35.56	187.84900928228478
35.58	137.66705962705407
35.6	134.14710678708855
35.62	130.6241943652924
35.64	133.76336619411506
35.66	86.89966660126618
35.68	90.03113999533457
35.7	93.15883119122793
35.72	102.94978513270019
35.74	99.4040471636356
35.76	102.52066284911837
35.78	98.96767797085636
35.8	98.74413863817904
35.82	115.18409113908444
35.84	101.61958212865704
35.86	64.71965825927498
35.88	104.48236681827427
35.9	67.5747549661894
35.92	80.66387026787618
35.94	70.41676056398921
35.96	100.16647375080413
35.98	43.24705809575772
36.0	52.99056208593339
36.02	49.39703433463791
36.04	42.46852375806503
36.06	-4.463920641083632
36.08	88.60075050731086
36.1	58.32958666402976
36.12	41.38963751503053
36.14	97.77895301003866
36.16	47.499583171102756
36.18	67.21757823666178
36.2	93.59998871175708
36.22	59.97986515731998
36.24	106.35625850794952
36.26	119.39821957510674
36.28	29.103799559632364
36.3	158.80704979103564
36.32	65.17402176410963
36.34	114.87276699438428
36.36	107.90333740157973
36.38	94.26378480215192
36.4	33.95616126507656
36.42	100.3135190052883
36.44	96.66891045125692
36.46	29.688387901736178
36.48	-0.6269958843010954
36.5	162.38881183719116
36.52	55.4038637640532
36.54	91.74921294792205
36.56	34.760912537849265
36.58	24.437015584311496
36.6	-39.22242456782925
36.62	170.45064549407164
36.64	43.456279301842926
36.66	116.4595303088638
36.68	66.12845225675414
36.7	22.46309889807327
36.72	35.462524087957036
36.74	48.460781697580956
36.76	14.791925633889377
36.78	37.78801008063664
36.8	50.78408908946028
36.82	37.11121678149419
36.84	26.771447503830757
36.86	26.43083540858123
36.88	-33.91056504925592
36.9	99.081300328069
36.92	28.73848603165044
36.94	128.39504655875305
36.96	94.71703633203708
36.98	-5.627490185455201
37.0	-12.638478390747139
37.02	100.34912620376713
37.04	146.6703781217965
37.06	22.99033189064056
37.08	69.31104224353771
37.1	58.96456355518535
37.12	35.28495056359844
37.14	81.60425772670044
37.16	54.59153958564809
37.18	60.91085075204376
37.2	100.5642458231456
37.22	86.8847790164939
37.24	99.8715049393619
37.26	92.85947816481155
37.28	115.84675289511802
37.3	138.8343835398888
37.32	111.8234244737049
37.34	178.14492991489226
37.36	241.13495407167818
37.38	174.12455111454915
37.4	133.78177513680862
37.42	126.77268010360478
37.44	206.43132014095738
37.46	72.75774903693605
37.48	162.41802056680103
37.5	198.74618853132222
37.52	148.40830648945655
37.54	188.0714281395102
37.56	117.73560681240076
37.58	157.4008959738402
37.6	143.73334885124189
37.62	160.0680184365076
37.64	186.40395806230106
37.66	249.40722045357984
37.68	325.7458585482253
37.7	278.7519249027639
37.72	375.09347228102877
37.74	301.4355528813327
37.76	431.1132191569237
37.78	347.45952329620854
37.8	547.1405171439394
37.82	770.1532527849024
37.84	599.8377818647907
37.86	899.5241558948085
37.88	922.5524263234377
37.9	1095.5726443358137
37.92	1128.5948611568904
37.94	1431.629127560974
37.96	1697.98549428909
37.98	1937.6840120376594
38.0	2144.054730999839
38.02	2723.7577014813787
38.04	3070.132973398021
38.06	3303.1705966251166
38.08	3372.880620791794
38.1	3515.9230951278923
38.12	3055.6380689978077
38.14	3032.025591319135
38.16	2585.0757109516317
38.18	2488.1384763980977
38.2	2031.1939358473858
38.22	1704.2521376542256
38.24	1530.6531295690395
38.26	1113.716959203951
38.28	863.4536740958658
38.3	723.1933213187306
38.32	729.605947825042
38.34	536.021600304922
38.36	482.43332515755594
38.38	528.8521685555891
38.4	398.60717657260034
38.42	365.0323945038016
38.44	354.7938681677168
38.46	304.5586423217154
38.48	157.65976211365273
38.5	270.76427180170924
38.52	247.2062159609734
38.54	260.3176383882861
38.56	253.4335828605707
38.58	156.5520928580329
38.6	176.34121146061375
38.62	249.46698157354388
38.64	65.93044567419861
38.66	149.06364584102323
38.68	128.86762420856087
38.7	92.0094223420873
38.72	128.4870814594948
38.74	84.96964268810848
38.76	128.12214636966803
38.78	84.6126330635118
38.8	51.107142921524314
38.82	30.938715320475126
38.84	184.10738972552213
38.86	90.61420508852632
38.88	127.12420003282443
38.9	53.639412970947205
38.92	100.15888176638134
38.94	143.34864409079023
38.96	136.54273707366212
38.98	99.74219783601609
39.0	42.945062740636104
39.02	12.819368092680861
39.04	79.36514954819165
39.06	142.58144270383787
39.08	112.46928254683303
39.1	72.36170368128955
39.12	48.92574062319352
39.14	45.49342715358637
39.16	8.73379694594206
39.18	15.310882996335408
39.2	98.56071822479305
39.22	71.81433499315904
39.24	78.40676521958983
39.26	28.33704065684458
39.28	71.6051922345971
39.3	114.87825101945475
39.32	48.157247195916966
39.34	74.77321077598447
39.36	-1.9378286320990696
39.38	151.35515801904262
39.4	24.653199678298392
39.42	-55.376675566239385
39.44	-2.067439614225975
39.46	7.912934772140773
39.48	-32.101525253272655
39.5	1.2222069977608498
39.52	34.55115758805607
39.54	44.5523523686976
39.56	57.89281654556714
39.58	71.2375751296961
39.6	71.25465253791049
39.62	37.944072574109555
39.64	17.971858957456675
39.66	58.00503485984689
39.68	98.04362272311289
39.7	64.7536449476653
39.72	144.80312318722702
39.74	108.19207868374531
39.76	78.25253246938689
39.78	41.651504777614946
39.8	161.7230155830723
39.82	35.13308440478124
39.84	155.21573007919199
39.86	48.63797102101114
39.88	115.39782572932438
39.9	88.83131146723633
39.92	85.60244551498602
39.94	192.38024437885474
39.96	55.829724140578605
39.98	139.28590071891256
40.0	99.41378938846344
40.02	159.54740454084993
40.04	179.68676078992746
40.06	99.83187153939969
40.08	203.31575036829167
40.1	220.1394100165288
40.12	140.30186269606372
40.14	310.4701203571766
40.16	267.31019424731915
40.18	317.49009523771804
40.2	351.00983359212285
40.22	654.5344191995421
40.24	518.0618615829966
40.26	728.2651695180914
40.28	1068.4743512037323
40.3	1372.0294148115838
40.32	1725.5803673880175
40.34	2305.807216055454
40.36	2996.0399668941345
40.38	4322.948626273971
40.4	6149.853198905578
40.42	8563.443690309852
40.44	11907.030104392976
40.46	16743.992445012038
40.48	20157.56071561886
40.5	20414.534919326034
40.52	19244.81505784674
40.54	16725.1011334485
40.56	14691.993147581517
40.58	13342.291100645081
40.6	12209.294992988795
40.62	10009.604824475176
40.64	7839.920594584651
40.66	5293.572301696267
40.68	3457.2399443633158
40.7	2527.5735200987156
40.72	1881.2430261832226
40.74	1074.9184594333576
40.76	741.9398161169477
40.78	615.627091759002
40.8	499.32728154515814
40.82	299.69637995278197
40.84	403.40438135646696
40.86	280.45227931167926
40.88	207.50506722605917
40.9	221.2317372975757
40.92	281.63028186818144
40.94	165.3676925005741
40.96	149.11095983320104
40.98	112.86107506100404
41.0	146.61602789518224
41.02	123.71080785231777
41.04	104.14440430996353
41.06	157.9168052034322
41.08	158.36199883006634
41.1	98.81297287800703
41.12	65.93671386847006
41.14	136.3992085700246
41.16	120.20044321890168
41.18	94.0074026685221
41.2	117.82107206196986
41.22	74.97243601426874
41.24	42.1304784115448
41.26	75.96018279152179
41.28	109.79653169596156
41.3	126.97050786153397
41.32	110.81809316329043
41.34	74.67026897782057
41.36	151.86201633815097
41.38	49.05831539813937
41.4	109.59414635741689
41.42	93.4694886658707
41.44	30.68232089867223
41.46	101.23462190058183
41.48	55.126369296938606
41.5	112.35554078674306
41.52	156.25811328973384
41.54	3.498062943454613
41.56	24.07736611709396
41.58	61.32899806821956
41.6	85.25193432259096
41.62	62.51414866477285
41.64	49.781615561960166
41.66	97.0533085976682
41.68	137.66420070416336
41.7	78.28026462197579
41.72	225.56847228617994
41.74	236.1947956213437
41.76	270.1592054153849
41.78	264.1296729579425
41.8	204.7711679488001
41.82	212.08366086164153
41.84	266.06912025502413
41.86	193.39151527214256
41.88	187.3868145035466
41.9	191.38598580709663
41.92	155.3899964191993
41.94	106.06581366697776
41.96	126.7464040171077
41.98	150.76573360517966
42.0	104.78876821406743
42.02	82.15047304628558
42.04	112.84981290286112
42.06	156.88675206988705
42.08	87.59525442288873
42.1	58.308283500922016
42.12	122.35880268952008
42.14	96.41477414949793
42.16	103.80716041736434
42.18	104.53792289143587
42.2	15.273023346843445
42.22	2.679422580043365
42.24	106.75608093030007
42.26	67.5039587022153
42.28	124.92301562574289
42.3	139.0122108252441
42.32	69.77250319553116
42.34	100.53685149983778
42.36	44.63921350595939
42.38	115.41154708701822
42.4	56.187809643868434
42.42	136.96795776207898
42.44	77.75194804400405
42.46	101.87273710107843
42.48	139.33127997287545
42.5	83.45953238980587
42.52	77.59144972124761
42.54	95.06098600970586
42.56	65.8670958962714
42.58	126.67673311131807
42.6	77.48985128756908
42.62	48.30640374747168
42.64	69.12634300988725
42.66	103.28262190005319
42.68	57.44319276930929
42.7	121.60600688921409
42.72	109.10601577710793
42.74	69.9421709905817
42.76	60.781423004702276
42.78	188.28972250501522
42.8	169.13501953792422
42.82	153.31726384299134
42.84	130.83440523751472
42.86	201.6883926584893
42.88	245.8791751906191
42.9	353.4047015501534
42.92	294.266919852195
42.94	481.7987778970303
42.96	529.333223509422
42.98	733.5362046492621
43.0	1147.738667841769
43.02	1468.6135602212173
43.04	1932.8308284122443
43.06	2083.7104184813625
43.08	2154.5922768982537
43.1	1805.4763491429524
43.12	1436.3625809759153
43.14	1300.5809175228162
43.16	1254.8013038937072
43.18	1125.6936848112102
43.2	959.9280050604841
43.22	747.4842085689099
43.24	588.3852395905602
43.26	332.6190422599192
43.28	350.18656005782816
43.3	231.08973638850568
43.32	151.99451420471144
43.34	162.90083684804688
43.36	250.47564715650083
43.38	151.38488744882784
43.4	248.96250059258625
43.42	133.2074281169073
43.44	174.12061278886836
43.46	178.3679961083659
43.48	155.95051964749587
43.5	203.534125471111
43.52	174.45175418273163
43.54	138.7033473701406
43.56	156.28984608005146
43.58	170.54319133644753
43.6	164.79732361001936
43.62	225.7191836805183
43.64	119.97571184818099
43.66	120.8988487317709
43.68	155.15553436180494
43.7	169.4127091274537
43.72	263.67131213408163
43.74	71.26228430161854
43.76	178.8545650476401
43.78	216.44709404921184
43.8	240.70581069308105
43.82	241.6316549096257
43.84	255.89056542633318
43.86	230.15048214424485
43.88	177.74234412007047
43.9	162.00209097511276
43.92	186.26066123101486
43.94	173.8529940142197
43.96	208.11102882821
43.98	272.36870429627436
44.0	249.95995949607027
44.02	304.21673332269404
44.04	278.4739648919948
44.06	339.39659255843605
44.08	340.3185556009647
44.1	361.2397926123466
44.12	468.82624240610005
44.14	429.74584386020854
44.16	403.9985363689865
44.18	431.5822577969126
44.2	485.83294760440356
44.22	490.08154444304387
44.24	524.3289873656728
44.26	538.5762152656624
44.28	526.1541670899356
44.3	583.7317818772456
44.32	584.6409987253894
44.34	582.2157567176126
44.36	539.7879950631074
44.38	507.3596529207746
44.4	391.59566978201894
44.42	392.4969851673201
44.44	406.73053839299416
44.46	417.6282683443586
44.48	215.19011619106152
44.5	279.41802017546604
44.52	220.30992138989848
44.54	241.1997590128393
44.56	128.7534736098284
44.58	202.9730049905428
44.6	210.52229417293404
44.62	204.73728117050075
44.64	218.948906573841
44.66	273.1581116639833
44.68	247.36583681091895
44.7	264.9030236640143
44.72	179.10561280699937
44.74	153.3045461700342
44.76	157.5007652227693
44.78	128.36121205206717
44.8	165.88582794012768
44.82	156.74055591214278
44.84	157.59233762655936
44.86	138.44111629273834
44.88	169.2868341430542
44.9	200.12943452097102
44.92	207.63586044329156
44.94	115.13805532936084
44.96	185.97096385933094
44.98	200.13452852238868
45.0	200.96069423710458
45.02	158.4494050605469
45.04	219.26860623305822
45.06	150.08424251159585
45.08	170.89625881147066
45.1	198.37160066567162
45.12	209.1762142437467
45.14	173.31004590083165
45.16	127.44104067700556
45.18	111.56714659004797
45.2	239.02330985187461
45.22	169.80847759969203
45.24	207.25559848410614
45.26	188.03261935522158
45.28	145.47248857633826
45.3	209.57415476264998
45.32	140.3385668998132
45.34	121.09867457625359
45.36	155.18842688100432
45.38	149.27277414522837
45.4	103.35266609449599
45.42	117.42905411168778
45.44	188.16688849978692
45.46	205.56612115366863
45.48	209.62870382382414
45.5	180.35258836438317
45.52	214.40472785902534
45.54	218.45207533929772
45.56	275.8285834439623
45.58	146.53320658080634
45.6	120.56589846683772
45.62	174.59461470612752
45.64	161.95030903733704
45.66	135.96893768386673
45.68	123.31445659673471
45.7	177.32282240843216
45.72	141.32499058170947
45.74	121.98892009321867
45.76	159.31456773516567
45.78	139.96789168885317
45.8	163.94885015604382
45.82	191.25840327637144
45.84	165.2285100781694
45.86	159.19313083492733
45.88	126.4862262334384
45.9	123.77375671855572
45.92	154.38868467417507
45.94	181.6639711619179
45.96	178.93457979851814
45.98	129.5324728372318
46.0	103.45761426636881
46.02	120.71096829428575
46.04	84.62449940893993
46.06	108.53317269762357
46.08	162.43495407857267
46.1	149.66480968425623
46.12	203.554706153521
46.14	107.43861127378904
46.16	141.31749240919618
46.18	148.52231875786373
46.2	132.38905862620032
46.22	119.58168194225135
46.24	106.76915884550112
46.26	143.9504598356014
46.28	207.79155722455766
46.3	121.6264214333466
46.32	168.78902668690284
46.34	85.94534447722418
46.36	119.76134941458008
46.38	143.57101536956606
46.4	170.70831804093473
46.42	167.8392322359594
46.44	74.96273402103242
46.46	128.7478005408064
46.48	135.85840920605978
46.5	166.29653782918166
46.52	123.39516500839386
46.54	190.4872707803168
46.56	114.23883389684056
46.58	194.65083527934917
46.6	158.3892568271155
46.62	215.45507992417993
46.64	152.5142870325597
46.66	129.5658612627346
46.68	153.27878632492667
46.7	140.31704763021543
46.72	134.01662951932832
46.74	134.37551758565115
46.76	171.3936992607384
46.78	95.0731608774384
46.8	138.74489093322632
46.82	129.07687757281678
46.84	182.73510953234353
46.86	146.3875780690085
46.88	213.3652730798173
46.9	143.67018571675425
46.92	183.96830827450748
46.94	140.92663321077566
46.96	127.87815398277036
46.98	201.4888647539076
47.0	171.75976039515376
47.02	222.0238369949468
47.04	152.28108979749527
47.06	99.19851694085975
47.08	162.775114667372
47.1	146.34488169600507
47.12	113.24181845843418
47.14	93.46492343356226
47.16	133.6811975480698
47.18	197.22364324457584
47.2	144.0932601263296
47.22	147.6220527693992
47.24	164.47802514562795
47.26	184.66018005924275
47.28	174.8355230134141
47.3	141.67106025663253
47.32	141.83279670278154
47.34	141.98774132281852
47.36	152.1359005959619
47.38	128.94328460960668
47.4	129.07790211491073
47.42	152.5397629107918
47.44	142.66087844763553
47.46	139.44125968966244
47.48	172.88292009610615
47.5	239.64987236835867
47.52	189.74412978753088
47.54	153.16570754467267
47.56	186.57962188226816
47.58	243.32088799765353
47.6	313.3885222541593
47.62	520.1155432356214
47.64	693.5039694527821
47.66	716.8848198117296
47.68	723.5931141451964
47.7	750.2908738952623
47.72	896.9891188960785
47.74	737.0108730071836
47.76	613.6931584399371
47.78	797.0349990287389
47.8	683.7044187318551
47.82	680.3664434966455
47.84	523.6900987749776
47.86	520.3394122662618
47.88	446.9834100733599
47.9	476.9541210649579
47.92	390.25157446129435
47.94	346.8767991126399
47.96	243.49582661458572
47.98	240.10768719647302
48.0	260.0474132566711
48.02	229.9810379602829
48.04	219.9085945415615
48.06	246.49711608154325
48.08	133.07963853555867
48.1	226.32219762799218
48.12	76.22582897167308
48.14	99.45657084117983
48.16	172.68245998928052
48.18	175.90153602257783
48.2	175.78183720375387
48.22	152.32340372542404
48.24	202.1922783455537
48.26	108.7214991712869
48.28	158.57911109494006
48.3	61.76515577527772
48.32	144.94467710528556
48.34	124.78571994841627
48.36	134.62132851337378
48.38	164.45154950716392
48.4	130.94342854851294
48.42	127.42901325130214
48.44	127.24335148829113
48.46	90.38649144170068
48.48	183.52348294705303
48.5	213.32237566015397
48.52	123.11622002189256
48.54	189.5720669700184
48.56	62.68896956525282
48.58	119.1349799453472
48.6	175.57515089161888
48.62	185.34453704174365
48.64	175.10919227201947
48.66	244.86917228137156
48.68	117.95853436312046
48.7	81.04233258381578
48.72	117.45562560652053
48.74	193.86347108617036
48.76	143.60092760969263
48.78	116.66805415892469
48.8	129.7299103091675
48.82	119.454556413609
48.84	102.50805403268595
48.86	75.55846385182832
48.88	241.93684904149688
48.9	124.9792707220493
48.92	134.6837948506889
48.94	191.05048220576708
48.96	147.41439989464857
48.98	70.44061227383344
49.0	196.7971841335559
49.02	129.8161826065886
49.04	186.1656748238122
49.06	132.5117269934288
49.08	138.85340753155168
49.1	168.52578435370805
49.12	138.19492701783446
49.14	114.5279053554143
49.16	97.52378830971128
49.18	93.85064650546269
49.2	166.8405517094622
49.22	103.16157494158256
49.24	136.14578811038945
49.26	192.46126367302645
49.28	105.44007483189915
49.3	148.41729397220644
49.32	111.39099596947494
49.34	184.36225471415372
49.36	130.66514508875412
49.38	140.2987425972417
49.4	89.9301223226023
49.42	66.22636014969049
49.44	82.5195325841093
49.46	92.144716613159
49.48	145.1019900840127
49.5	114.72342913786434
49.52	107.67611324633913
49.54	143.96111967569033
49.56	120.24352840811906
49.58	109.85841661279545
49.6	116.13886497600038
49.62	192.41795361686837
49.64	165.36176087567878
49.66	94.97136921430797
49.68	131.24685765430496
49.7	150.85430809221162
49.72	87.12680153820537
49.74	90.06642004947372
49.76	183.00424436028993
49.78	102.60835765660454
49.8	122.21184093672059
49.82	98.48177731627385
49.84	151.41725085644725
49.86	114.35234182933772
49.88	107.28813656923177
49.9	170.22271550423034
49.92	193.157164935558
49.94	122.75856667316538
49.96	209.02700541221134
49.98	185.2955643009571
50.0	214.8973291922028
50.02	201.16538310869208
50.04	254.10181153723704
50.06	317.03769785075133
50.08	359.97412839309675
50.1	449.5781849986421
50.12	569.1829551998495
50.14	782.1255237435664
50.16	665.0619740842187
50.18	654.6693921931321
50.2	577.6108635927127
50.22	447.2204718219115
50.24	573.4983031814875
50.26	479.7774415640614
50.28	602.7239733819254
50.3	459.0059827677268
50.32	488.6225544818461
50.34	461.5737738639175
50.36	354.5267258650098
50.38	314.14849404406834
50.4	307.10616530025607
50.42	330.064821530573
50.44	289.69254970589395
50.46	269.32243241193214
50.48	222.28755442908425
50.5	255.255998398732
50.52	218.2258509566775
50.54	274.5321923452228
50.56	250.8401089098303
50.58	240.484682751489
50.6	253.46599678025257
50.62	276.449133281257
50.64	272.7691757482843
50.66	152.42520616843996
50.68	185.41730573350947
50.7	201.74655711605175
50.72	124.74504189947334
50.74	147.74683909693402
50.76	154.086032535389
50.78	193.76170017748814
50.8	176.77392216957804
50.82	136.45678122336238
50.84	176.14335324999837
50.86	149.1677161890928
50.88	192.19495371508242
50.9	148.5601378676236
50.92	101.59535040521155
50.94	137.96866735774694
50.96	84.34516422547011
50.98	100.72691840895573
51.0	83.77900504685812
51.02	123.50249753133966
51.04	59.89747490609011
51.06	99.63000822635081
51.08	96.03417025566324
51.1	59.10903677645115
51.12	118.85567626395937
51.14	118.60716399467788
51.16	128.3635699970721
51.18	91.45796380740347
51.2	84.55841633612164
51.22	137.66299607709811
51.24	134.1067717274944
51.26	40.55481279469376
51.28	90.34218273833238
51.3	153.46895201527678
51.32	99.93318214102754
51.34	116.40394210026284
51.36	112.8802918336167
51.38	106.02829873460291
51.4	35.84902273988996
51.42	79.00852596450994
51.44	132.17486963429275
