2theta	Intensity
	69_100
15.3	44.0366791924169
15.32	3.728045240688374
15.34	30.08938086605727
15.36	89.7885787023103
15.38	76.15853120110228
15.4	55.86513064819633
15.42	-1.0917308209512555
15.44	31.955838794394225
15.46	31.672731376180167
15.48	41.39283870334094
15.5	67.78205246630813
15.52	44.17526428357564
15.54	40.571365715848344
15.56	56.96924828201617
15.58	73.37080347349843
15.6	-10.225077230239691
15.62	72.84749765263518
15.64	-7.410580378399345
15.66	25.66658020769924
15.68	48.74687098868509
15.7	11.82818360290662
15.72	-8.421590235894428
15.74	71.33044127493599
15.76	1.084170041792504
15.78	40.83948808815444
15.8	27.263287568833988
15.82	30.35446078357313
15.84	16.78090019034775
15.86	29.874498419508427
15.88	-23.696851713170105
15.9	36.065742806625906
15.92	9.162175205242647
15.94	52.259338934035156
15.96	38.69112768246055
15.98	55.123435390261704
16.0	38.22215626112052
16.02	57.988184774486626
16.04	34.42141569870529
16.06	50.853744102768076
16.08	37.287065368754384
16.1	63.7202752045867
16.12	53.48626965503155
16.14	19.917945114308765
16.16	-26.98280166249984
16.18	86.11492645280964
16.2	79.2120269722588
16.22	15.642397803597532
16.24	112.07193726194583
16.26	121.83354407994358
16.28	48.26011741993051
16.3	61.353556884678085
16.32	27.777762527258034
16.34	20.86863486295792
16.36	93.95707487976256
16.38	77.04398404748162
16.4	33.46326433011495
16.42	46.54681819431852
16.44	59.62954862087264
16.46	42.70935911361562
16.48	59.121153709986004
16.5	82.1968369902927
16.52	178.60431408819915
16.54	148.34249069881645
16.56	184.7442730894697
16.58	284.47756810838894
16.6	314.2082831941285
16.62	260.6033263831298
16.64	240.3286063217813
16.66	163.38403227138468
16.68	113.10351411988694
16.7	89.48696238894922
16.72	119.2002882424124
16.74	162.24340349520634
16.76	115.28422062090596
16.78	41.65365276032816
16.8	98.02061372886169
16.82	137.71701802524626
16.84	100.74278083763119
16.86	83.76581805316692
16.88	20.117046264015386
16.9	19.798382775542137
16.92	72.80974561254499
16.94	-0.8509464725387659
16.96	132.15222600687213
16.98	41.817183277920606
17.0	111.47784631596534
17.02	97.80013685056173
17.04	74.11897737206823
17.06	67.09929113809329
17.08	120.07600218004319
17.1	76.38003530876875
17.12	119.34731612073466
17.14	55.64177100455407
17.16	95.26532714581907
17.18	78.21791253341672
17.2	74.49745596478232
17.22	54.10588705183608
17.24	110.37613622575668
17.26	33.30713474258363
17.28	126.23381468791723
17.3	105.82110898237607
17.32	85.40295138610765
17.34	164.97927650391085
17.36	121.21601978942698
17.38	104.11511754991244
17.4	227.0075069510433
17.42	116.56112602029793
17.44	169.4419136522053
17.46	208.98380961134234
17.48	241.85375453731632
17.5	241.38368994798822
17.52	214.2405582436761
17.54	220.4253027100347
17.56	236.60286752206838
17.58	286.10819774828144
17.6	302.27423935205957
17.62	218.43393919721876
17.64	234.58624504910466
17.66	104.06610557855737
17.68	93.53947036506787
17.7	106.3402898982493
17.72	129.13351558170075
17.74	95.25409973531515
17.76	154.70099559769534
17.78	120.80715732754169
17.8	63.5745400078502
17.82	89.66709964559112
17.84	49.08679317654122
17.86	145.1665784642439
17.88	144.57241430373074
17.9	110.63826042363672
17.92	53.36307748558397
17.94	102.74782708793941
17.96	112.1254717659242
17.98	138.16297499337253
18.0	154.19230118394142
18.02	103.54841569183071
18.04	146.23128481384612
18.06	105.57287578883717
18.08	134.90715679903025
18.1	140.90009697202612
18.12	153.5536663794972
18.14	92.86583603806122
18.16	162.17057791136887
18.18	114.80086490820872
18.2	120.75767088401318
18.22	83.3729706409315
18.24	105.98073992769122
18.26	71.91495543865608
18.28	44.50759481578342
18.3	77.09363664625181
18.32	143.00406046313827
18.34	122.24084674446812
18.36	128.13697691496895
18.38	80.69143334087556
18.4	119.90519933326931
18.42	105.77825914680147
18.44	88.30959797619533
18.46	47.50020195871065
18.48	120.01705817035673
18.5	115.85815462614727
18.52	48.35948027915384
18.54	87.51902501773458
18.56	173.33677966601743
18.58	52.48073598112995
18.6	74.95088665156055
18.62	160.74522529658742
18.64	113.19974646283646
18.66	132.31244562563717
18.68	71.41731918289389
18.7	120.51436445654855
18.72	162.93657968900447
18.74	132.0179640411418
18.76	67.75851759062044
18.78	136.8242413283695
18.8	145.88213715881267
18.82	141.59820789387476
18.84	70.64045725364912
18.86	116.34188986107915
18.88	88.70151124276589
18.9	141.0543278225121
18.92	126.73134692105913
18.94	145.73457675159324
18.96	141.39702641900044
18.98	37.05170591353436
19.0	72.69762611074174
19.02	78.33679876691463
19.04	53.968236516593436
19.06	126.25795286719699
19.08	101.87396219916246
19.1	117.48127975972483
19.12	113.08192166000777
19.14	172.00790487211384
19.16	150.92624722493133
19.18	176.50396740094385
19.2	225.40708493140107
19.22	130.96862019379358
19.24	179.85659440743137
19.26	152.07102962839036
19.28	127.60994874878332
19.3	139.8093754884938
19.32	138.6673343933415
19.34	107.5178508313382
19.36	146.36095098619973
19.38	65.19666185665466
19.4	220.69101124797692
19.42	199.5120277703378
19.44	184.99274083376918
19.46	193.7991806427483
19.48	245.93137819187234
19.5	211.39036526251516
19.52	180.17517441700443
19.54	232.285838993345
19.56	221.05639310189383
19.58	316.4868716182948
19.6	418.57631018196355
19.62	460.6597451884353
19.64	439.40221378376907
19.66	504.8037538623763
19.68	680.1994040596776
19.7	785.5912037476003
19.72	827.6361930295909
19.74	1029.6744127355007
19.76	1301.715904415035
19.78	1607.0707103328361
19.8	2052.4288734671964
19.82	2534.440437496417
19.84	3486.4554468005545
19.86	4661.783946452738
19.88	6183.785982215132
19.9	8275.77160053102
19.92	9544.4208485202
19.94	8503.063773976428
19.96	6611.70042535668
19.98	4850.330851777221
20.0	3002.285103010173
20.02	1627.5732294752136
20.04	749.5152822341108
20.06	464.7913129846977
20.08	350.05837405545924
20.1	261.9855183999091
20.12	177.2407995900811
20.14	169.1562718086036
20.16	177.732989848447
20.18	202.97100909827338
20.2	184.86938554497578
20.22	120.0961757603198
20.24	195.316436900354
20.26	113.86522669543837
20.28	175.7426034446488
20.3	150.94662601289622
20.32	159.4793538191758
20.34	214.67384683364548
20.36	136.52916557190167
20.38	78.38037108519148
20.4	193.5585249583279
20.42	155.3996892990889
20.44	123.90192673452282
20.46	209.0653004044276
20.48	224.22487395344183
20.5	162.71271152387385
20.52	67.86287775344118
20.54	203.00743776236834
20.56	174.81545715214622
20.58	166.61800199798677
20.6	145.08313883825872
20.62	150.21093467324306
20.64	178.66745695429552
20.66	83.78577358062529
20.68	85.56795288860468
20.7	120.67806365015042
20.72	125.78517506046342
20.74	150.8883567345964
20.76	59.32067870200973
20.78	211.08221139659622
20.8	156.174025649976
20.82	84.59519268780952
20.84	49.67878412041745
20.86	258.09287193697
20.88	149.83752849768086
20.9	71.57782652923856
20.92	153.3148391145029
20.94	188.38263968887372
20.96	116.78030203073763
20.98	128.50790025878143
21.0	130.23350881999966
21.02	115.2882024850411
21.04	170.34105634234152
21.06	142.05714579037942
21.08	180.4375465296713
21.1	232.14933456015922
21.12	247.19058616621317
21.14	225.56337791881435
21.16	233.93378666197225
21.18	262.3018895091378
21.2	250.66776383610397
21.22	172.3654872720125
21.24	197.39313769533567
21.26	182.41979322346856
21.28	144.11053221092573
21.3	249.13343323715458
21.32	84.15457510141448
21.34	125.84003681740364
21.36	100.85789760609794
21.38	175.87323688536037
21.4	134.2211342685465
21.42	129.23466955346635
21.44	80.91292271572877
21.46	132.5909739047546
21.48	150.9339034330277
21.5	122.60879177447282
21.52	144.28271955103685
21.54	125.95676753094074
21.56	74.29601661873664
21.58	69.30054785155755
21.6	147.63844239020966
21.62	85.97578151069376
21.64	147.6466466021319
21.66	189.31611915440521
21.68	150.9852807567264
21.7	185.98821308736774
21.72	107.65699790649398
21.74	19.3267170528851
21.76	87.66245243275068
21.78	65.99828601746947
21.8	81.00029983400293
21.82	-3.9964240404522116
21.84	171.00719650931012
21.86	142.67724364346145
21.88	144.34779954423414
21.9	76.019946420054
21.92	87.69176649573205
21.94	116.03134200318095
21.96	197.70475518161822
21.98	112.71308826179234
22.0	144.38842346959484
22.02	159.3988430105594
22.04	77.74342906765673
22.06	39.422263794302694
22.08	77.76942931036012
22.1	109.45200768930033
22.12	74.46808095834842
22.14	159.48673108754087
22.16	184.50703998672714
22.18	126.19508949544183
22.2	244.55196138095494
22.22	132.91073732802693
22.24	247.9384989336121
22.26	242.96732770476285
22.28	231.33230504367077
22.3	299.6995122518316
22.32	191.4030305123905
22.34	226.4409408953876
22.36	164.81532434372332
22.38	266.5262616691888
22.4	154.9058335505996
22.42	103.2881205190696
22.44	121.67320295658817
22.46	56.72716109489977
22.48	101.78507499951525
22.5	83.5120245739023
22.52	85.24308954363539
22.54	66.97634945672985
22.56	148.71288368046646
22.58	113.78677138477292
22.6	118.86409154775708
22.62	133.9439229424794
22.64	105.69534413874669
22.66	194.11643348477617
22.68	65.87426911427906
22.7	50.969928935968596
22.72	159.40249062677492
22.74	171.17203162305964
22.76	159.61262912668394
22.78	131.39036008422102
22.8	79.83930119328272
22.82	134.95952889383557
22.84	200.0841193559262
22.86	311.87914848377045
22.88	187.01269191010385
22.9	252.14982498014854
22.92	307.2926227536075
22.94	135.77316000721407
22.96	280.9255112139234
22.98	229.41575054565863
23.0	301.24395187056075
23.02	366.4111887444577
23.04	454.91953440108887
23.06	403.43006175852236
23.08	505.27584340657563
23.1	630.4669515973958
23.12	662.3234582508333
23.14	794.1854349464168
23.16	1156.0629529089613
23.18	1567.9360830198596
23.2	2209.814895796754
23.22	3151.7094614016796
23.24	5563.599849625824
23.26	11402.166129892328
23.28	18880.738371244795
23.3	26026.016642350743
23.32	28264.601011489503
23.34	25839.791546554785
23.36	22545.08831504253
23.38	17410.391384049726
23.4	11885.600820273361
23.42	7930.916690002355
23.44	5056.209059109392
23.46	3094.83799306112
23.48	2223.4735568894403
23.5	1482.1158152158216
23.52	1177.4248322261167
23.54	1042.750671669531
23.56	631.4133968666858
23.58	473.41307069029176
23.6	648.7597555687128
23.62	407.4435134865846
23.64	369.4644059677497
23.66	331.49949408519194
23.68	356.86783844394574
23.7	328.91749919190795
23.72	250.9705360020846
23.74	223.03100807988142
23.76	165.09997415312853
23.78	260.5084924663648
23.8	269.2586207839055
23.82	228.01641638314015
23.84	166.78193605402396
23.86	162.22223608482022
23.88	161.00337227146815
23.9	123.12539991081633
23.92	228.58937378948326
23.94	140.72734819150048
23.96	129.54037689128074
23.98	81.69551313993168
24.0	113.8578096856429
24.02	206.0283187440042
24.04	148.20809201136024
24.06	230.3951806601101
24.08	272.59063533013307
24.1	181.4615061326009
24.12	217.00784263008904
24.14	335.8956938683434
24.16	294.7921083376343
24.18	300.3641339831464
24.2	415.9408182140844
24.22	558.2032078763343
24.24	430.46434927797895
24.26	476.07428816299694
24.28	635.023069720469
24.3	860.6407385808573
24.32	792.9473388112613
24.34	891.9229139168431
24.36	1000.9075068300856
24.38	1499.9011599221897
24.4	1735.5639149845858
24.42	2351.2458132388083
24.44	2916.9368953299863
24.46	3409.2972013277786
24.48	2671.6667707174975
24.5	2194.055642398741
24.52	1636.4438546970916
24.54	1052.1814453431336
24.56	661.2584514792627
24.58	350.344909667195
24.6	206.10385586314135
24.62	198.54332543553198
24.64	130.9913531600971
24.66	116.7829732125009
24.68	145.91721916958147
24.7	28.3941240021843
24.72	127.54772009513476
24.74	63.37803920653266
24.76	49.217112505619866
24.78	71.73397055333942
24.8	-9.073356701885245
24.82	0.12916007992487266
24.84	19.341549632545025
24.86	-31.436159929491737
24.88	-18.870941098234425
24.9	50.37123301604447
24.92	166.29038868746818
24.94	158.8855515796779
24.96	411.4877467287781
24.98	550.769998564175
25.0	613.4023308843618
25.02	736.0347668764764
25.04	665.3473291019247
25.06	578.0000394990577
25.08	480.6729193901567
25.1	250.01298946827762
25.12	242.6992698003953
25.14	135.39577983852053
25.16	138.10353839467086
25.18	140.82056367317568
25.2	120.21487323621773
25.22	86.28648402403076
25.24	-47.632587641607984
25.26	8.459673915847134
25.28	31.228283765428046
25.3	-12.65874366760977
25.32	123.46460542399825
25.34	156.2643442111323
25.36	49.07448524348058
25.38	98.5620404362677
25.4	144.72702107025475
25.42	184.2354378146149
25.44	297.0843006980625
25.46	226.61661912282273
25.48	279.4934018599753
25.5	439.0436570563809
25.52	361.9343922301989
25.54	491.5056142704227
25.56	267.7543294368205
25.58	287.34954336453404
25.6	160.28226106524312
25.62	203.22848691232196
25.64	126.18622466808108
25.66	119.15347746025077
25.68	128.79824778844272
25.7	91.78653753736273
25.72	71.45234796592615
25.74	57.79567970108769
25.76	134.14953275798132
25.78	37.179906529792106
25.8	133.55479977634775
25.82	163.27321065863532
25.84	133.0021366924683
25.86	79.40757480069863
25.88	55.824521275731286
25.9	122.25197179122358
25.92	162.02292141180612
25.94	78.47036459250069
25.96	124.92929516294612
25.98	138.06470634573327
26.0	127.87759076071654
26.02	227.70094040986135
26.04	147.53474669800255
26.06	94.04600039677757
26.08	133.90069170384163
26.1	167.09881019327133
26.12	210.3083448547385
26.14	233.52728404688537
26.16	250.09061555798132
26.18	276.6603265628886
26.2	393.24740365074763
26.22	583.1748328032875
26.24	716.4425994107926
26.26	853.0606882870009
26.28	986.3490836386602
26.3	1262.9877690945207
26.32	1732.966727690414
26.34	2059.625941883144
26.36	2486.28539354463
26.38	2959.635063970597
26.4	3712.984933870036
26.42	4026.3449833785353
26.44	4259.725192068175
26.46	4339.77553891988
26.48	3806.496002354722
26.5	3773.2365602180025
26.52	2909.9871898155407
26.54	2516.737867844947
26.56	1946.8385704783334
26.58	1466.9492733175514
26.6	1047.0699513994343
26.62	757.20057921796
26.64	730.6811307058754
26.66	380.8315792495971
26.68	367.65189768709865
26.7	381.1620583170054
26.72	318.0020328872972
26.74	264.86179261108487
26.76	225.06130815770598
26.78	185.27054966604123
26.8	168.8224867501782
26.82	149.0510884777583
26.84	105.95632340534871
26.86	142.87115955307843
26.88	119.7945644306534
26.9	103.39550502536974
26.92	117.00494780169106
26.94	57.29085872047949
26.96	70.91920322390126
26.98	114.55794625680744
27.0	24.8720522557104
27.02	51.86148515147636
27.04	15.528208379860985
27.06	102.53618488510313
27.08	39.554377116687874
27.1	86.58174702589338
27.12	103.61725609508778
27.14	60.662865309767994
27.16	67.71753517434797
27.18	58.11422573421612
27.2	81.85289654803205
27.22	85.60050670104158
27.24	-83.97598517895256
27.26	99.79037906506153
27.28	66.8975571385314
27.3	114.01450627191957
27.32	41.14018326664325
27.34	14.940544458578415
27.36	78.74954573661364
27.38	29.234142556117718
27.4	126.39428992012404
27.42	100.22894240482549
27.44	157.40605414957759
27.46	204.59157886438504
27.48	25.118469835911924
27.5	75.65367992340714
27.52	52.863161572775994
27.54	26.748866822597734
27.56	70.64174726837086
27.58	147.8767541446449
27.6	5.118838249597161
27.62	79.03694998203162
27.64	42.96203936182724
27.66	36.895055998721205
27.68	77.50294912742959
27.7	28.118667586387005
27.72	-4.590840156929289
27.74	109.37337397123758
27.76	210.01225769331415
27.78	203.99275834399475
27.8	187.97982289878132
27.82	228.64139797076427
27.84	209.31042981594078
27.86	206.65386433995252
27.88	144.0036470844649
27.9	288.0287232590798
27.92	368.7300377349104
27.94	362.7655350241687
27.96	560.1481593212422
27.98	500.86785449014246
28.0	608.254564058728
28.02	768.988231247987
28.04	976.3987989496811
28.06	1047.1462097384094
28.08	1284.5704059024404
28.1	1661.9913293953407
28.12	2149.4289218799413
28.14	2936.8731247378682
28.16	3664.3138790327002
28.18	4841.771125558341
