Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity	Wavelength	Intensity
(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)	(nm)	(-)
 	Pk16eVCsFA	 	Pk12eV	 	Total	 	Total absorptance	 	Transmittance	 	1-Reflectance	 	s_Lif	 	ITOsput030E20	 	SnO2	 	C60	 	NiOCSEMasdep	 	ITOsput1E20	 	SnO2	 	C60	 	s_ITO4	 	SiO2	 	Agpvlab
520.0	0.9006375664461583	520.0	0.006727239180253811	520.0	0.9073648056264122	520.0	0.9545086551248279	520.0	8.09862973355876e-12	520.0	0.9545086551329265	520.0	1.315699280147161e-32	520.0	0.000740223638824089	520.0	0.0006911089333170306	520.0	0.04485653606775852	520.0	4.0076217418633385e-07	520.0	2.37599146897315e-06	520.0	3.950325280753956e-05	520.0	0.0008137002986400262	520.0	2.0872608480754307e-11	520.0	-2.3781442610899546e-24	520.0	5.325527045919965e-10
525.0	0.9104099667187305	525.0	0.009078339184496884	525.0	0.9194883059032274	525.0	0.9599691087602521	525.0	1.427492061575386e-11	525.0	0.959969108774527	525.0	-1.3322676295501878e-15	525.0	0.0007559144927610231	525.0	0.0006770996767201388	525.0	0.038077048651714136	525.0	4.3936294444228675e-07	525.0	3.166875473164425e-06	525.0	5.145503394035116e-05	525.0	0.0009156777664265087	525.0	3.966732624243869e-11	525.0	-2.895132143935597e-24	525.0	9.573789178469407e-10
530.0	0.9179150780563017	530.0	0.012060930836324516	530.0	0.9299760088926262	530.0	0.9646761188606932	530.0	2.582666362400825e-11	530.0	0.9646761188865198	530.0	-3.6585181028735996e-31	530.0	0.0007707182425389376	530.0	0.0006629456768023627	530.0	0.032183838031074184	530.0	4.741239109079194e-07	530.0	4.152194510818917e-06	530.0	6.620684071871223e-05	530.0	0.001011773015369534	530.0	7.718071842850937e-11	530.0	5.169878828456423e-24	530.0	1.7659610218228494e-09
535.0	0.9228341849037835	535.0	0.015763511532822738	535.0	0.9385976964366063	535.0	0.9685289794139035	535.0	4.3537296905097965e-11	535.0	0.9685289794574408	535.0	3.33066907387546e-16	535.0	0.0007844291973520011	535.0	0.0006485772557243153	535.0	0.027303125950161204	535.0	5.05249883858092e-07	535.0	5.384514229224849e-06	535.0	8.418695151082667e-05	535.0	0.0011050706846648557	535.0	1.3971101685559695e-10	535.0	-4.1359030627651384e-25	535.0	3.0340594147345695e-09
540.0	0.924972058730926	540.0	0.020341813494343695	540.0	0.9453138722252697	540.0	0.9714807489184434	540.0	7.625298418057415e-11	540.0	0.9714807489946964	540.0	-4.440892098500626e-16	540.0	0.000800711843035325	540.0	0.0006341395523915592	540.0	0.023414083923684742	540.0	5.365277721938542e-07	540.0	6.846710860391792e-06	540.0	0.00010608183376422161	540.0	0.0012044706351930945	540.0	2.6311280698762223e-10	540.0	4.963083675318166e-24	540.0	5.403359793890627e-09
545.0	0.924466710854948	545.0	0.025555984051820673	545.0	0.9500226949067687	545.0	0.9733422541768076	545.0	1.309021187288751e-10	545.0	0.9733422543077097	545.0	-1.2212453270876722e-15	545.0	0.0008122500302573351	545.0	0.0006204716989709622	545.0	0.02044590072435688	545.0	5.434743579816804e-07	545.0	8.54383465478226e-06	545.0	0.00013050711013444486	545.0	0.0013013325702328463	545.0	4.838830983848026e-10	545.0	1.6543612251060553e-24	545.0	9.343191739666557e-09
550.0	0.9212666580387064	550.0	0.03189448782451156	550.0	0.953161145863218	550.0	0.9744441001724395	550.0	2.2081578375737135e-10	550.0	0.9744441003932554	550.0	1.1102230246254533e-16	550.0	0.0008267140892395876	550.0	0.0006073314714954323	550.0	0.018250209664796426	550.0	5.556820318478596e-07	550.0	1.0537208002086325e-05	550.0	0.00015995832801972567	550.0	0.0014276311236315902	550.0	8.755799532623405e-10	550.0	5.624828165360588e-23	550.0	1.5866424577992216e-08
555.0	0.916400723188396	555.0	0.03868567214180215	555.0	0.9550863953301982	555.0	0.9749824529924541	555.0	3.716806018455518e-10	555.0	0.9749824533641347	555.0	-1.1102230246246352e-16	555.0	0.0008375696895546381	555.0	0.0005955564475661809	555.0	0.016698934458948288	555.0	5.547394976926025e-07	555.0	1.2736621716606338e-05	555.0	0.00019084804337971098	555.0	0.0015598292141970683	555.0	1.5767127391974812e-09	555.0	5.293955920339377e-23	555.0	2.6870683190901286e-08
560.0	0.9097907698549119	560.0	0.04643390222499883	560.0	0.9562246720799108	560.0	0.9752689927414672	560.0	6.158169761045878e-10	560.0	0.9752689933572841	560.0	3.330669073874569e-16	560.0	0.0008522493873538073	560.0	0.000584342607914509	560.0	0.015637946333011386	560.0	5.508057027041671e-07	560.0	1.5274448728523072e-05	560.0	0.00022561362602677585	560.0	0.0017282958950594536	560.0	2.7884649407486384e-09	560.0	5.955700410381799e-23	560.0	4.4769294082407236e-08
565.0	0.9021188469305168	565.0	0.05504790390251924	565.0	0.957166750833036	565.0	0.9757583387469095	565.0	1.0101563213544978e-09	565.0	0.9757583397570658	565.0	-5.551115123131936e-16	565.0	0.0008673621549348753	565.0	0.0005733190393944929	565.0	0.014935868533520101	565.0	5.482097363972598e-07	565.0	1.815459661822003e-05	565.0	0.00026361867192266586	565.0	0.0019326377512109453	565.0	4.867073671337497e-09	565.0	-2.2499312661442353e-22	565.0	7.408946263292958e-08
570.0	0.8941975856925257	570.0	0.06367847341113719	570.0	0.9578760591036629	570.0	0.9762585468242386	570.0	1.6499807148208648e-09	570.0	0.9762585484742193	570.0	1.9984014443273667e-15	570.0	0.0008828813296139563	570.0	0.0005617183772836859	570.0	0.014471464043863921	570.0	5.230680318012625e-07	570.0	2.1108806912479866e-05	570.0	0.00030069089717978196	570.0	0.0021439695321970225	570.0	8.414224764517999e-09	570.0	-9.793818452627848e-22	570.0	1.2325126654141714e-07
575.0	0.8847266863129605	575.0	0.07342991245183693	575.0	0.9581565987647974	575.0	0.9765118505235842	575.0	2.72779232351303e-09	575.0	0.9765118532513766	575.0	-8.88178419696552e-16	575.0	0.0009012436398278297	575.0	0.0005484686858366598	575.0	0.014139142068226989	575.0	5.092362565858301e-07	575.0	2.45766155424265e-05	575.0	0.0003417252470026863	575.0	0.0023993640653596593	575.0	1.4731813656243905e-08	575.0	-1.0587911840678754e-21	575.0	2.0746892118550609e-07
580.0	0.8749181215523282	580.0	0.08281409100919125	580.0	0.9577322125615194	580.0	0.9760973252957117	580.0	4.3931465006753835e-09	580.0	0.9760973296888582	580.0	1.1102230244462465e-16	580.0	0.0009150741378207008	580.0	0.000533431155938511	580.0	0.013863820309017096	580.0	4.767612462047836e-07	580.0	2.8065940568390015e-05	580.0	0.0003796289677136069	580.0	0.002644250335594126	580.0	2.5005027249358582e-08	580.0	1.0587911840678754e-22	580.0	3.40121266361865e-07
585.0	0.863957342365624	585.0	0.09221898169031678	585.0	0.9561763240559409	585.0	0.9745452762291134	585.0	6.900114336320203e-09	585.0	0.9745452831292277	585.0	7.761640946863486e-26	585.0	0.0009300937559182785	585.0	0.0005165957122505205	585.0	0.013590444173804483	585.0	4.601555637688399e-07	585.0	3.1732609750584565e-05	585.0	0.0004163363659250663	585.0	0.0028827043264578237	585.0	4.142226946231203e-08	585.0	8.470329472543003e-22	585.0	5.436512324838353e-07
590.0	0.8509399132990969	590.0	0.10235394288877657	590.0	0.9532938561878734	590.0	0.9716405214920993	590.0	1.1007959335963282e-08	590.0	0.9716405325000587	590.0	-6.661338147750939e-16	590.0	0.0009395979377074205	590.0	0.0004984814091056811	590.0	0.013289129144546327	590.0	4.387372541226035e-07	590.0	3.605691756843506e-05	590.0	0.00045459377861048396	590.0	0.003127415423021081	590.0	6.954938364162531e-08	590.0	-1.7999450129153882e-21	590.0	8.824070294173874e-07
595.0	0.8386272427111303	595.0	0.11077963624086588	595.0	0.9494068789519962	595.0	0.9676162347954647	595.0	1.737324457048149e-08	595.0	0.9676162521687093	595.0	1.4432899313872263e-15	595.0	0.0009502769111894618	595.0	0.00048059172937908924	595.0	0.0129583393611042	595.0	4.031212780936206e-07	595.0	3.986980237821275e-05	595.0	0.00048345187381697253	595.0	0.003294880297589327	595.0	1.1483086882641712e-07	595.0	4.870439446712227e-21	595.0	1.4279158628575786e-06
600.0	0.8254269619495025	600.0	0.11942011474198387	600.0	0.9448470766914864	600.0	0.9628536133328995	600.0	2.6301570995901037e-08	600.0	0.9628536396344706	600.0	-1.332267629875203e-15	600.0	0.000959436178352051	600.0	0.00046360480603786216	600.0	0.012585744147621083	600.0	3.629232030029675e-07	600.0	4.415851953940838e-05	600.0	0.0005115696520382831	600.0	0.0034392612339075187	600.0	1.8197964878281225e-07	600.0	-5.929230630780102e-21	600.0	2.217201066561642e-06
605.0	0.8117458366785378	605.0	0.1284698090253819	605.0	0.9402156457039197	605.0	0.9579508912628846	605.0	4.006418701310607e-08	605.0	0.9579509313270715	605.0	1.1102230246251565e-16	605.0	0.000967938716028648	605.0	0.0004482659029565256	605.0	0.012171321158985782	605.0	3.4238780678371863e-07	605.0	4.868424419386263e-05	605.0	0.0005396886086665087	605.0	0.0035552528002481057	605.0	2.889694271187396e-07	605.0	9.740878893424454e-21	605.0	3.4627706514056107e-06
610.0	0.8006490913525389	610.0	0.1355192137613661	610.0	0.936168305113905	610.0	0.9534880063960792	610.0	5.841815844803598e-08	610.0	0.9534880648142376	610.0	-4.440892159668463e-16	610.0	0.0009767552531234481	610.0	0.00043543248944700026	610.0	0.01171471355874601	610.0	3.0371295357380386e-07	610.0	5.2912089724739185e-05	610.0	0.0005577118459697984	610.0	0.003576257628408337	610.0	4.397625238131647e-07	610.0	-1.8634724839594607e-20	610.0	5.174941278011199e-06
615.0	0.789900308437514	615.0	0.14296180271766531	615.0	0.9328621111551794	615.0	0.9496856561612458	615.0	8.41197211548952e-08	615.0	0.949685740280967	615.0	-4.440892053195923e-16	615.0	0.0009862488547691616	615.0	0.0004245553209737654	615.0	0.011203127010881277	615.0	2.8839895409697313e-07	615.0	5.7537910073879824e-05	615.0	0.0005757720641086094	615.0	0.0035677207021621773	615.0	6.59982985372346e-07	615.0	-6.437450399132683e-20	615.0	7.634761158666495e-06
620.0	0.7796410435010297	620.0	0.15077945496931267	620.0	0.9304204984703424	620.0	0.9466640036731347	620.0	1.1804697486498353e-07	620.0	0.9466641217201096	620.0	1.5543122606341586e-15	620.0	0.0009996289929173206	620.0	0.00041527998170801876	620.0	0.010631915304930926	620.0	2.5809414812009547e-07	620.0	6.253525286957434e-05	620.0	0.0005938861903023246	620.0	0.0035280622807365228	620.0	9.643887525000782e-07	620.0	2.202285662861181e-20	620.0	1.0974716425476724e-05
625.0	0.7724876478923739	625.0	0.15664709917634148	625.0	0.9291347470687153	625.0	0.9446428166505806	625.0	1.5895293834336976e-07	625.0	0.944642975603519	625.0	-2.220446049250313e-16	625.0	0.0010116044250043654	625.0	0.0004073065703165696	625.0	0.009995433050978945	625.0	2.2164134030772094e-07	625.0	6.692507814479569e-05	625.0	0.0006029633919448473	625.0	0.0034070388744769295	625.0	1.3638593760818037e-06	625.0	7.115076756936123e-20	625.0	1.5212690282603466e-05
630.0	0.765514566013443	630.0	0.1626888971486535	630.0	0.9282034631620966	630.0	0.9428953333807667	630.0	2.115579076954209e-07	630.0	0.9428955449386744	630.0	-1.1102222670039153e-16	630.0	0.0010269294361287865	630.0	0.00039967442549926504	630.0	0.00929899643370644	630.0	2.2865410237954663e-07	630.0	7.15303873959568e-05	630.0	0.0006115976539177879	630.0	0.0032601700881305074	630.0	1.907870606204819e-06	630.0	-1.6940658945086007e-20	630.0	2.0835269182755997e-05
635.0	0.7585881931417247	635.0	0.16886833905293136	635.0	0.927456532194656	635.0	0.9412625790293881	635.0	2.756055902760868e-07	635.0	0.9412628546349784	635.0	-2.220446049250313e-16	635.0	0.001042526010608236	635.0	0.0003919088945575558	635.0	0.008554149205235936	635.0	1.8880941490228522e-07	635.0	7.633534794227225e-05	635.0	0.0006197646289934448	635.0	0.0030906485343526868	635.0	2.604648491670388e-06	635.0	-1.5585406229479126e-19	635.0	2.7920755135552372e-05
640.0	0.753228284461875	640.0	0.17350013317911392	640.0	0.9267284176409889	640.0	0.9395580107469037	640.0	3.4571478626814664e-07	640.0	0.93955835646169	640.0	-8.881786860079795e-16	640.0	0.0010583034153700034	640.0	0.0003835827921985641	640.0	0.007771825027765514	640.0	1.929617954779275e-07	640.0	8.083824918094755e-05	640.0	0.0006217155444757036	640.0	0.0028736942687396932	640.0	3.4272330249258285e-06	640.0	4.743384504624082e-20	640.0	3.601361336477267e-05
645.0	0.7477288197092409	645.0	0.17773005964912283	645.0	0.9254588793583637	645.0	0.9372772297145379	645.0	4.339419549782538e-07	645.0	0.9372776636564928	645.0	-7.771554242836031e-16	645.0	0.0010734945304636675	645.0	0.00037445489903167693	645.0	0.00697408915781506	645.0	1.47614834432257e-07	645.0	8.500496345633257e-05	645.0	0.0006217024128369719	645.0	0.0026384812173075698	645.0	4.509736753401028e-06	645.0	-7.453889935837843e-20	645.0	4.646582367576963e-05
650.0	0.7418760425622231	650.0	0.1818462931080877	650.0	0.9237223356703108	650.0	0.9345279943343054	650.0	5.302372854375163e-07	650.0	0.9345285245715909	650.0	-6.66132937524786e-16	650.0	0.0010881193682844095	650.0	0.00036458359398964044	650.0	0.00618216500523392	650.0	1.504291329765145e-07	650.0	8.958261743541703e-05	650.0	0.0006210435795906181	650.0	0.0023959009506819276	650.0	5.772316111902148e-06	650.0	6.776263578034403e-20	650.0	5.834080353459168e-05
655.0	0.7358330109487035	655.0	0.18538600804205957	655.0	0.921219018990763	655.0	0.931022469658291	655.0	6.396522693827948e-07	655.0	0.9310231093105604	655.0	-5.551118771307701e-16	655.0	0.0011046016984843472	655.0	0.00035378804744304494	655.0	0.005409276093005358	655.0	1.528592499039272e-07	655.0	9.36821690846267e-05	655.0	0.0006183373240050247	655.0	0.0021444685611464605	655.0	7.274979098501541e-06	655.0	-3.6591823321385775e-19	655.0	7.186893601118743e-05
660.0	0.7294613631640688	660.0	0.18826686493879408	660.0	0.9177282281028629	660.0	0.9265588063924638	660.0	7.651107578598788e-07	660.0	0.9265595715032217	660.0	4.440883089048319e-16	660.0	0.0011171747739946128	660.0	0.00034324058729580007	660.0	0.004669498198281851	660.0	1.1546540833666205e-07	660.0	9.799605328397459e-05	660.0	0.0006150819948520293	660.0	0.0018911760210502686	660.0	9.089514732457592e-06	660.0	4.472333961502706e-19	660.0	8.720568070100484e-05
665.0	0.7226912168695003	665.0	0.190941252589806	665.0	0.9136324694593063	665.0	0.921560615467319	665.0	8.982444421008077e-07	665.0	0.9215615137117611	665.0	5.551115123125783e-16	665.0	0.0011315522905334132	665.0	0.00033614850600408757	665.0	0.003978700655766075	665.0	1.0479725525011596e-07	665.0	0.00010241857566970443	665.0	0.0006184071945824688	665.0	0.0016458396501545845	665.0	1.1137525761628766e-05	665.0	-1.8973538018496328e-19	665.0	0.00010383681228489043
670.0	0.7154742620591771	670.0	0.19338829605630284	670.0	0.9088625581154799	670.0	0.915956974321942	670.0	1.051254772134649e-06	670.0	0.9159580255767141	670.0	-1.221246645166803e-15	670.0	0.001144812676159103	670.0	0.0003283634665462321	670.0	0.003344138869651831	670.0	1.0640935314339756e-07	670.0	0.00010705197803654759	670.0	0.0006204022167281444	670.0	0.0014127205553967864	670.0	1.3590154700878725e-05	670.0	-1.6263032587282567e-19	670.0	0.00012322987989067894
675.0	0.7059253771909245	675.0	0.19742243827548778	675.0	0.9033478154664123	675.0	0.9096978440078278	675.0	1.2085617781954872e-06	675.0	0.909699052569606	675.0	-4.440923354764513e-16	675.0	0.0011571190323273286	675.0	0.0003199874865359583	675.0	0.0027673563743373197	675.0	1.0908467347627051e-07	675.0	0.00011269709241653338	675.0	0.0006269688231931334	675.0	0.0012058904991309113	675.0	1.627028761436085e-05	675.0	-1.0570971181733668e-18	675.0	0.00014362986118705043
680.0	0.6963450524168752	680.0	0.20143062965221983	680.0	0.897775682069095	680.0	0.9034631390790372	680.0	1.3967263138181402e-06	680.0	0.903464535805351	680.0	-1.11729229256677e-20	680.0	0.0011688292083268386	680.0	0.0003115514002104721	680.0	0.0022548699063467664	680.0	9.478442274598265e-08	680.0	0.00011860173140112689	680.0	0.0006325094581562801	680.0	0.0010131726753034186	680.0	1.957078035979883e-05	680.0	-1.3552527156068805e-19	680.0	0.00016825706541469428
685.0	0.6869851586036082	685.0	0.20540974559593395	685.0	0.8923949041995421	685.0	0.8974990402489714	685.0	1.5835468205835964e-06	685.0	0.897500623795792	685.0	-7.771561172376096e-16	685.0	0.001180135398616406	685.0	0.0003034507186649891	685.0	0.0018057464505078372	685.0	5.753956689482174e-08	685.0	0.0001249948981320356	685.0	0.0006369566873676169	685.0	0.0008363439576789506	685.0	2.312055343575001e-05	685.0	2.168404344971009e-19	685.0	0.00019332984545961378
690.0	0.6759500492863993	690.0	0.2113295599302132	690.0	0.8872796092166125	690.0	0.8918955990583901	690.0	1.8101916018845122e-06	690.0	0.891897409249992	690.0	2.2204972276321787e-16	690.0	0.001193754761857988	690.0	0.0002957276034716752	690.0	0.0014147386789802878	690.0	5.96548609934165e-08	690.0	0.00013219036344615736	690.0	0.000646535374152663	690.0	0.0006815146360040069	690.0	2.74411041453372e-05	690.0	1.3010426069826053e-18	690.0	0.0002240276648583724
695.0	0.6585587166640384	695.0	0.22348097460364524	695.0	0.8820396912676837	695.0	0.8862802764956412	695.0	2.1230633514483004e-06	695.0	0.8862823995589927	695.0	-4.440953518136334e-16	695.0	0.0012047008935838885	695.0	0.0002880514768903799	695.0	0.0010751516099701173	695.0	6.349852917213223e-08	695.0	0.00014366799506616563	695.0	0.000674034537980074	695.0	0.0005549565783040081	695.0	3.330137810341891e-05	695.0	1.7889335846010823e-18	695.0	0.00026665725953072374
700.0	0.641396258070265	700.0	0.23633666743915782	700.0	0.8777329255094228	700.0	0.881664627242556	700.0	2.461967172636446e-06	700.0	0.8816670892097287	700.0	-3.3312519947625526e-16	700.0	0.0012184866145337463	700.0	0.00028138535376723224	700.0	0.0007859310935963773	700.0	6.743736756903864e-08	700.0	0.00015516534400543264	700.0	0.000702460819490153	700.0	0.00043446110971201527	700.0	3.996769435557166e-05	700.0	-1.5178830414797062e-18	700.0	0.00031377626630530337
705.0	0.6242544792178448	705.0	0.24992025369440235	705.0	0.8741747329122471	705.0	0.8778534749690764	705.0	2.804277284040787e-06	705.0	0.8778562792463604	705.0	6.661168374734935e-16	705.0	0.0012327094434259522	705.0	0.000275630079631391	705.0	0.0005405128079461244	705.0	7.13791100308911e-08	705.0	0.00016738478346771466	705.0	0.0007330887526161839	705.0	0.00031954448709189145	705.0	4.718900967853838e-05	705.0	-7.589415207398531e-19	705.0	0.0003626113138608266
710.0	0.6019829398408976	710.0	0.2691405790805735	710.0	0.871123518921471	710.0	0.8746440992025882	710.0	3.305227433820849e-06	710.0	0.8746474044300221	710.0	6.138525250171366e-20	710.0	0.0012470750206306153	710.0	0.00027035393296710725	710.0	0.0003338555456602053	710.0	7.679890862233462e-08	710.0	0.00018356260844263743	710.0	0.0007797650119827275	710.0	0.00021477717848442774	710.0	5.756274373585627e-05	710.0	1.5720931501039814e-18	710.0	0.0004335514403050134
715.0	0.5664330162202195	715.0	0.3018910856713968	715.0	0.8683241018916162	715.0	0.8718067602271095	715.0	3.983390581850007e-06	715.0	0.8718107436176913	715.0	3.329408414108187e-16	715.0	0.0012614093199996939	715.0	0.0002651309344587772	715.0	0.00016158918319326504	715.0	8.57651015175546e-08	715.0	0.0002089720987772636	715.0	0.0008659186876495941	715.0	0.00011768475887579819	715.0	7.190098856897382e-05	715.0	8.673617379884035e-19	715.0	0.0005299665988680623
720.0	0.527750640752048	720.0	0.3383029972883819	720.0	0.86605363804043	720.0	0.8695708482165259	720.0	4.821102398006514e-06	720.0	0.8695756693189238	720.0	-3.3306690738754696e-16	720.0	0.0012786624765866532	720.0	0.0002605513565380093	720.0	2.024507489861535e-05	720.0	9.552418543936433e-08	720.0	0.00023747405146344643	720.0	0.0009629297328805431	720.0	1.6637104034544068e-05	720.0	9.013058060042901e-05	720.0	-8.673617379884035e-19	720.0	0.000650484274908415
725.0	0.48533699495696647	725.0	0.3784882672680322	725.0	0.8638252622249987	725.0	0.8676290901800445	725.0	5.836909887509224e-06	725.0	0.8676349270899321	725.0	-6.662882193439008e-16	725.0	0.0012940036064353992	725.0	0.0002562837411026411	725.0	2.2212180720943474e-16	725.0	1.0611621449953833e-07	725.0	0.00026966852166110725	725.0	0.0010723290820082955	725.0	1.6715107196900105e-16	725.0	0.00011287634225253532	725.0	8.673617379884035e-19	725.0	0.0007985605453716277
730.0	0.4387640269793215	730.0	0.423268318466254	730.0	0.8620323454455755	730.0	0.8662165524541705	730.0	7.035259912548203e-06	730.0	0.866223587714083	730.0	-0.0	730.0	0.0013121474343000927	730.0	0.0002524619332456476	730.0	-1.1140277263623296e-16	730.0	1.1779840757023841e-07	730.0	0.00030707012521496074	730.0	0.0011971525402489466	730.0	-5.707052605759531e-19	730.0	0.0001405378203212378	730.0	1.0842021724855044e-17	730.0	0.0009747193568566961
735.0	0.38706732220300977	735.0	0.4756742875427216	735.0	0.8627416097457314	735.0	0.8673574372155093	735.0	8.350934659475692e-06	735.0	0.8673657881501687	735.0	-8.884097592793637e-16	735.0	0.001331017794318995	735.0	0.0002507642645154218	735.0	-1.1102230246251565e-16	735.0	1.3162956242120997e-07	735.0	0.0003518344369340965	735.0	0.0013462939091760566	735.0	-1.114849816209926e-16	735.0	0.00017252309306390625	735.0	-3.0357660829594124e-18	735.0	0.0011632623422081555
740.0	0.3301538600117263	740.0	0.534556807516909	740.0	0.8647106675286353	740.0	0.8698545929202633	740.0	1.0040637293543445e-05	740.0	0.8698646335575569	740.0	-0.0	740.0	0.0013509648230133225	740.0	0.00025044538971374664	740.0	-6.664187433618766e-16	740.0	1.270685773254165e-07	740.0	0.00040565090493504646	740.0	0.0015167969199326502	740.0	-1.1045244528895023e-16	740.0	0.00021392064037000766	740.0	-1.431146867680866e-17	740.0	0.0014060196450868992
745.0	0.2672782317987079	745.0	0.6016106783722324	745.0	0.8688889101709403	745.0	0.8746378797941186	745.0	1.1928121421206731e-05	745.0	0.8746498079155398	745.0	-3.316803192065146e-16	745.0	0.0013724714334662036	745.0	0.00025262036141470736	745.0	3.3410684852332126e-16	745.0	2.2065801674399895e-16	745.0	0.00046971310094255897	745.0	0.0017129002168861304	745.0	-2.2135131083451512e-16	745.0	0.00026232543650475085	745.0	1.1058862159352145e-17	745.0	0.001678939073963996
750.0	0.19723699867680888	750.0	0.6791446706751679	750.0	0.8763816693519768	750.0	0.882831836481448	750.0	1.4031987273005663e-05	750.0	0.882845868468721	750.0	8.350510060517229e-19	750.0	0.0013985239789174274	750.0	0.00025915823059484834	750.0	3.313968053754435e-16	750.0	-8.350510060517229e-19	750.0	0.0005489389138150293	750.0	0.0019392318381415577	750.0	-1.1436250648672255e-16	750.0	0.00031931224255922345	750.0	-1.3877787807814457e-17	750.0	0.0019850019254430192
755.0	0.15450237699910402	755.0	0.7341404302555976	755.0	0.8886428072547017	755.0	0.8956840267823428	755.0	1.584376685235571e-05	755.0	0.8956998705491952	755.0	-1.1005717633029799e-16	755.0	0.0014241671600181932	755.0	0.00027266729509141564	755.0	2.2107947879281363e-16	755.0	-1.0812692406586265e-16	755.0	0.0006170170075137005	755.0	0.0021014502289141554	755.0	-3.3306690738754696e-16	755.0	0.0003736192364428468	755.0	-5.204170427930421e-18	755.0	0.002252298599661262
760.0	0.12250081230179219	760.0	0.7806706158026919	760.0	0.9031714281044841	760.0	0.9107256410676953	760.0	1.7283023354594473e-05	760.0	0.9107429240910498	760.0	2.231220949267568e-16	760.0	0.0014528443585834793	760.0	0.00029179102949614214	760.0	1.131772824659666e-16	760.0	-0.0	760.0	0.0006830992751402915	760.0	0.002233788925909974	760.0	2.2743205493365873e-16	760.0	0.00042403255136906566	760.0	1.951563910473908e-17	760.0	0.0024686568227116927
765.0	0.08767059139235067	765.0	0.8279582459789976	765.0	0.9156288373713483	765.0	0.9236800135106602	765.0	1.859015489998842e-05	765.0	0.9236986036655602	765.0	-1.448033621963552e-15	765.0	0.001480987930066689	765.0	0.00031313624112245706	765.0	3.295091399244106e-16	765.0	-2.1848683746189497e-16	765.0	0.0007553031825167382	765.0	0.0023597390350648694	765.0	-2.2560237238816765e-16	765.0	0.00047425452957661364	765.0	-3.5128150388530344e-17	765.0	0.002667755220966322
770.0	0.05009743194807844	770.0	0.8719116724873982	770.0	0.9220091044354767	770.0	0.9306144011511643	770.0	2.0283432174359293e-05	770.0	0.9306346845833386	770.0	-5.551115123125783e-16	770.0	0.0015081676498481498	770.0	0.00033386373632486203	770.0	-0.0	770.0	-2.1939709434873397e-16	770.0	0.0008280396997018901	770.0	0.00247345941951268	770.0	-5.295021152594674e-18	770.0	0.0005377779580618305	770.0	3.903127820947816e-18	770.0	0.0029239882522390363
775.0	0.011274692437102963	775.0	0.9072625916733366	775.0	0.9185372841104396	775.0	0.9276679034229476	775.0	2.2049613913198654e-05	775.0	0.9276899530368607	775.0	-2.9439229139942797e-18	775.0	0.0015328953149512283	775.0	0.000349559627542852	775.0	2.279324507530199e-16	775.0	-2.220446049250313e-16	775.0	0.000895624974175904	775.0	0.002553177146801786	775.0	-0.0	775.0	0.0006062104997452016	775.0	4.85722573273506e-17	775.0	0.0031931517492909565
780.0	0.008837000752541867	780.0	0.8958004588791308	780.0	0.9046374596316727	780.0	0.9138482402228448	780.0	2.2326219689022876e-05	780.0	0.9138705664425338	780.0	1.0643842274493025e-16	780.0	0.001552325666937183	780.0	0.0003511468882420521	780.0	2.251005247367549e-16	780.0	-4.48673089567648e-16	780.0	0.0009151944191017911	780.0	0.002487369072452955	780.0	4.471451296617862e-16	780.0	0.000633880805838042	780.0	0.0	780.0	0.003270863738599691
785.0	0.00643158584139169	785.0	0.8757619230262679	785.0	0.8821935088676596	785.0	0.8914629123525407	785.0	2.277572813249847e-05	785.0	0.8914856880806732	785.0	3.3466443343530405e-16	785.0	0.001567876299432879	785.0	0.00034320527202060826	785.0	2.268371830683026e-16	785.0	-1.1102230246251565e-16	785.0	0.0009228799648632441	785.0	0.002394358808977596	785.0	-4.440892098500626e-16	785.0	0.0006659276544412041	785.0	3.642919299551295e-17	785.0	0.0033751554851456866
790.0	0.004127027626928277	790.0	0.8524406676068645	790.0	0.8565676952337928	790.0	0.8657397589882906	790.0	2.2552043069691094e-05	790.0	0.8657623110313603	790.0	5.615953411228259e-16	790.0	0.0015837451110881273	790.0	0.00032635676917419973	790.0	3.3468786459010887e-16	790.0	4.489520814577483e-16	790.0	0.0009184935757822812	790.0	0.0022854480045821426	790.0	2.2690747653271703e-16	790.0	0.0006779309463644039	790.0	-1.951563910473908e-17	790.0	0.003380089347504996
795.0	0.0019683178060946023	795.0	0.8258065292339576	795.0	0.8277748470400522	795.0	0.8370011334746355	795.0	2.3202617927060746e-05	795.0	0.8370243360925625	795.0	-1.2212453270876722e-15	795.0	0.0016031614996650817	795.0	0.000304842916523125	795.0	6.834380595131579e-18	795.0	1.1102230246251565e-16	795.0	0.0009109330319084052	795.0	0.002173845392639993	795.0	1.1443949276008143e-16	795.0	0.0007167049988527711	795.0	1.8214596497756474e-17	795.0	0.0035167985949950465
